Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados
La Rioja,Contra el honor,Desconocida,Masculino,2013,0.0
La Rioja,Contra el honor,Desconocida,Masculino,2012,0.0
La Rioja,Contra el honor,Desconocida,Masculino,2011,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2019,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2018,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2017,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2016,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2015,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2014,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2013,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2012,0.0
La Rioja,Contra el honor,Desconocida,Femenino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Masculino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,< 18,Femenino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2017,1.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2013,3.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2013,1.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2014,1.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2019,1.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2014,1.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2013,1.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2014,1.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Masculino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,> 65,Femenino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2011,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2019,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2018,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2017,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2016,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2015,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2014,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2013,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2012,0.0
La Rioja,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2011,0.0
La Rioja,Delitos sexuales,< 18,Masculino,2019,1.0
La Rioja,Delitos sexuales,< 18,Masculino,2018,2.0
La Rioja,Delitos sexuales,< 18,Masculino,2017,2.0
La Rioja,Delitos sexuales,< 18,Masculino,2016,2.0
La Rioja,Delitos sexuales,< 18,Masculino,2015,1.0
La Rioja,Delitos sexuales,< 18,Masculino,2014,6.0
La Rioja,Delitos sexuales,< 18,Masculino,2013,6.0
La Rioja,Delitos sexuales,< 18,Masculino,2012,1.0
La Rioja,Delitos sexuales,< 18,Masculino,2011,0.0
La Rioja,Delitos sexuales,< 18,Femenino,2019,0.0
La Rioja,Delitos sexuales,< 18,Femenino,2018,0.0
La Rioja,Delitos sexuales,< 18,Femenino,2017,0.0
La Rioja,Delitos sexuales,< 18,Femenino,2016,0.0
La Rioja,Delitos sexuales,< 18,Femenino,2015,0.0
La Rioja,Delitos sexuales,< 18,Femenino,2014,1.0
La Rioja,Delitos sexuales,< 18,Femenino,2013,1.0
La Rioja,Delitos sexuales,< 18,Femenino,2012,0.0
La Rioja,Delitos sexuales,< 18,Femenino,2011,0.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2019,0.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2018,1.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2017,0.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2016,1.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2015,0.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2014,0.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2013,0.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2012,0.0
La Rioja,Delitos sexuales,18 a 25,Masculino,2011,1.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2019,0.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2018,0.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2017,0.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2016,0.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2015,0.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2014,0.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2013,0.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2012,0.0
La Rioja,Delitos sexuales,18 a 25,Femenino,2011,0.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2019,0.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2018,3.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2017,1.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2016,0.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2015,0.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2014,1.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2013,1.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2012,2.0
La Rioja,Delitos sexuales,26 a 40,Masculino,2011,1.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2019,0.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2018,0.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2017,0.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2016,0.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2015,0.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2014,0.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2013,0.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2012,0.0
La Rioja,Delitos sexuales,26 a 40,Femenino,2011,0.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2019,0.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2018,0.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2017,0.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2016,0.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2015,1.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2014,1.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2013,1.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2012,0.0
La Rioja,Delitos sexuales,41 a 50,Masculino,2011,1.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2019,0.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2018,0.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2017,0.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2016,0.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2015,0.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2014,0.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2013,0.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2012,0.0
La Rioja,Delitos sexuales,41 a 50,Femenino,2011,0.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2019,1.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2018,3.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2017,0.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2016,1.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2015,1.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2014,1.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2013,0.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2012,0.0
La Rioja,Delitos sexuales,51 a 65,Masculino,2011,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2019,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2018,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2017,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2016,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2015,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2014,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2013,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2012,0.0
La Rioja,Delitos sexuales,51 a 65,Femenino,2011,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2019,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2018,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2017,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2016,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2015,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2014,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2013,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2012,0.0
La Rioja,Delitos sexuales,> 65,Masculino,2011,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2019,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2018,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2017,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2016,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2015,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2014,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2013,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2012,0.0
La Rioja,Delitos sexuales,> 65,Femenino,2011,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2019,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2018,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2017,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2016,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2015,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2014,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2013,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2012,0.0
La Rioja,Delitos sexuales,Desconocida,Masculino,2011,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2019,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2018,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2017,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2016,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2015,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2014,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2013,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2012,0.0
La Rioja,Delitos sexuales,Desconocida,Femenino,2011,0.0
La Rioja,Falsificación informática,< 18,Masculino,2019,0.0
La Rioja,Falsificación informática,< 18,Masculino,2018,0.0
La Rioja,Falsificación informática,< 18,Masculino,2017,0.0
La Rioja,Falsificación informática,< 18,Masculino,2016,0.0
La Rioja,Falsificación informática,< 18,Masculino,2015,0.0
La Rioja,Falsificación informática,< 18,Masculino,2014,0.0
La Rioja,Falsificación informática,< 18,Masculino,2013,0.0
La Rioja,Falsificación informática,< 18,Masculino,2012,1.0
La Rioja,Falsificación informática,< 18,Masculino,2011,0.0
La Rioja,Falsificación informática,< 18,Femenino,2019,0.0
La Rioja,Falsificación informática,< 18,Femenino,2018,0.0
La Rioja,Falsificación informática,< 18,Femenino,2017,0.0
La Rioja,Falsificación informática,< 18,Femenino,2016,0.0
La Rioja,Falsificación informática,< 18,Femenino,2015,0.0
La Rioja,Falsificación informática,< 18,Femenino,2014,0.0
La Rioja,Falsificación informática,< 18,Femenino,2013,0.0
La Rioja,Falsificación informática,< 18,Femenino,2012,0.0
La Rioja,Falsificación informática,< 18,Femenino,2011,0.0
La Rioja,Falsificación informática,18 a 25,Masculino,2019,0.0
La Rioja,Falsificación informática,18 a 25,Masculino,2018,0.0
La Rioja,Falsificación informática,18 a 25,Masculino,2017,1.0
La Rioja,Falsificación informática,18 a 25,Masculino,2016,0.0
La Rioja,Falsificación informática,18 a 25,Masculino,2015,0.0
La Rioja,Falsificación informática,18 a 25,Masculino,2014,1.0
La Rioja,Falsificación informática,18 a 25,Masculino,2013,0.0
La Rioja,Falsificación informática,18 a 25,Masculino,2012,0.0
La Rioja,Falsificación informática,18 a 25,Masculino,2011,0.0
La Rioja,Falsificación informática,18 a 25,Femenino,2019,0.0
La Rioja,Falsificación informática,18 a 25,Femenino,2018,0.0
La Rioja,Falsificación informática,18 a 25,Femenino,2017,0.0
La Rioja,Falsificación informática,18 a 25,Femenino,2016,1.0
La Rioja,Falsificación informática,18 a 25,Femenino,2015,0.0
La Rioja,Falsificación informática,18 a 25,Femenino,2014,1.0
La Rioja,Falsificación informática,18 a 25,Femenino,2013,0.0
La Rioja,Falsificación informática,18 a 25,Femenino,2012,1.0
La Rioja,Falsificación informática,18 a 25,Femenino,2011,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2019,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2018,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2017,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2016,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2015,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2014,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2013,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2012,0.0
La Rioja,Falsificación informática,26 a 40,Masculino,2011,0.0
La Rioja,Falsificación informática,26 a 40,Femenino,2019,1.0
La Rioja,Falsificación informática,26 a 40,Femenino,2018,1.0
La Rioja,Falsificación informática,26 a 40,Femenino,2017,0.0
La Rioja,Falsificación informática,26 a 40,Femenino,2016,0.0
La Rioja,Falsificación informática,26 a 40,Femenino,2015,0.0
La Rioja,Falsificación informática,26 a 40,Femenino,2014,0.0
