Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Victimizaciones
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2011,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2019,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2018,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2017,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2016,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2015,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2014,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2013,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2012,0.0
Ceuta,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2011,0.0
Ceuta,Delitos sexuales,< 18,Masculino,2019,0.0
Ceuta,Delitos sexuales,< 18,Masculino,2018,0.0
Ceuta,Delitos sexuales,< 18,Masculino,2017,1.0
Ceuta,Delitos sexuales,< 18,Masculino,2016,0.0
Ceuta,Delitos sexuales,< 18,Masculino,2015,0.0
Ceuta,Delitos sexuales,< 18,Masculino,2014,0.0
Ceuta,Delitos sexuales,< 18,Masculino,2013,2.0
Ceuta,Delitos sexuales,< 18,Masculino,2012,0.0
Ceuta,Delitos sexuales,< 18,Masculino,2011,0.0
Ceuta,Delitos sexuales,< 18,Femenino,2019,0.0
Ceuta,Delitos sexuales,< 18,Femenino,2018,1.0
Ceuta,Delitos sexuales,< 18,Femenino,2017,0.0
Ceuta,Delitos sexuales,< 18,Femenino,2016,2.0
Ceuta,Delitos sexuales,< 18,Femenino,2015,0.0
Ceuta,Delitos sexuales,< 18,Femenino,2014,0.0
Ceuta,Delitos sexuales,< 18,Femenino,2013,0.0
Ceuta,Delitos sexuales,< 18,Femenino,2012,1.0
Ceuta,Delitos sexuales,< 18,Femenino,2011,0.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2019,0.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2018,1.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2017,1.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2016,2.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2015,0.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2014,0.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2013,2.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2012,1.0
Ceuta,Delitos sexuales,18 a 25,Masculino,2011,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2019,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2018,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2017,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2016,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2015,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2014,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2013,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2012,0.0
Ceuta,Delitos sexuales,18 a 25,Femenino,2011,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2019,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2018,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2017,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2016,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2015,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2014,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2013,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2012,0.0
Ceuta,Delitos sexuales,26 a 40,Masculino,2011,0.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2019,1.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2018,0.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2017,0.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2016,0.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2015,0.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2014,0.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2013,0.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2012,0.0
Ceuta,Delitos sexuales,26 a 40,Femenino,2011,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2019,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2018,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2017,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2016,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2015,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2014,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2013,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2012,0.0
Ceuta,Delitos sexuales,41 a 50,Masculino,2011,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2019,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2018,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2017,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2016,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2015,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2014,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2013,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2012,0.0
Ceuta,Delitos sexuales,41 a 50,Femenino,2011,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2019,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2018,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2017,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2016,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2015,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2014,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2013,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2012,0.0
Ceuta,Delitos sexuales,51 a 65,Masculino,2011,0.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2019,0.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2018,0.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2017,0.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2016,0.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2015,0.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2014,0.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2013,1.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2012,0.0
Ceuta,Delitos sexuales,51 a 65,Femenino,2011,0.0
Ceuta,Delitos sexuales,> 65,Masculino,2019,0.0
Ceuta,Delitos sexuales,> 65,Masculino,2018,0.0
Ceuta,Delitos sexuales,> 65,Masculino,2017,0.0
Ceuta,Delitos sexuales,> 65,Masculino,2016,0.0
Ceuta,Delitos sexuales,> 65,Masculino,2015,0.0
Ceuta,Delitos sexuales,> 65,Masculino,2014,0.0
Ceuta,Delitos sexuales,> 65,Masculino,2013,1.0
Ceuta,Delitos sexuales,> 65,Masculino,2012,0.0
Ceuta,Delitos sexuales,> 65,Masculino,2011,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2019,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2018,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2017,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2016,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2015,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2014,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2013,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2012,0.0
Ceuta,Delitos sexuales,> 65,Femenino,2011,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2019,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2018,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2017,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2016,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2015,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2014,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2013,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2012,0.0
Ceuta,Delitos sexuales,Desconocida,Masculino,2011,0.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2019,1.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2018,0.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2017,0.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2016,0.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2015,0.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2014,0.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2013,0.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2012,0.0
Ceuta,Delitos sexuales,Desconocida,Femenino,2011,0.0
Ceuta,Falsificación informática,< 18,Masculino,2019,0.0
Ceuta,Falsificación informática,< 18,Masculino,2018,0.0
Ceuta,Falsificación informática,< 18,Masculino,2017,0.0
Ceuta,Falsificación informática,< 18,Masculino,2016,0.0
Ceuta,Falsificación informática,< 18,Masculino,2015,0.0
Ceuta,Falsificación informática,< 18,Masculino,2014,0.0
Ceuta,Falsificación informática,< 18,Masculino,2013,0.0
Ceuta,Falsificación informática,< 18,Masculino,2012,0.0
Ceuta,Falsificación informática,< 18,Masculino,2011,0.0
Ceuta,Falsificación informática,< 18,Femenino,2019,2.0
Ceuta,Falsificación informática,< 18,Femenino,2018,0.0
Ceuta,Falsificación informática,< 18,Femenino,2017,0.0
Ceuta,Falsificación informática,< 18,Femenino,2016,0.0
Ceuta,Falsificación informática,< 18,Femenino,2015,0.0
Ceuta,Falsificación informática,< 18,Femenino,2014,1.0
Ceuta,Falsificación informática,< 18,Femenino,2013,0.0
Ceuta,Falsificación informática,< 18,Femenino,2012,0.0
Ceuta,Falsificación informática,< 18,Femenino,2011,0.0
Ceuta,Falsificación informática,18 a 25,Masculino,2019,2.0
Ceuta,Falsificación informática,18 a 25,Masculino,2018,0.0
Ceuta,Falsificación informática,18 a 25,Masculino,2017,0.0
Ceuta,Falsificación informática,18 a 25,Masculino,2016,0.0
Ceuta,Falsificación informática,18 a 25,Masculino,2015,0.0
Ceuta,Falsificación informática,18 a 25,Masculino,2014,1.0
Ceuta,Falsificación informática,18 a 25,Masculino,2013,0.0
Ceuta,Falsificación informática,18 a 25,Masculino,2012,0.0
Ceuta,Falsificación informática,18 a 25,Masculino,2011,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2019,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2018,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2017,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2016,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2015,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2014,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2013,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2012,0.0
Ceuta,Falsificación informática,18 a 25,Femenino,2011,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2019,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2018,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2017,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2016,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2015,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2014,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2013,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2012,0.0
Ceuta,Falsificación informática,26 a 40,Masculino,2011,0.0
Ceuta,Falsificación informática,26 a 40,Femenino,2019,1.0
Ceuta,Falsificación informática,26 a 40,Femenino,2018,0.0
Ceuta,Falsificación informática,26 a 40,Femenino,2017,0.0
Ceuta,Falsificación informática,26 a 40,Femenino,2016,0.0
Ceuta,Falsificación informática,26 a 40,Femenino,2015,0.0
Ceuta,Falsificación informática,26 a 40,Femenino,2014,1.0
Ceuta,Falsificación informática,26 a 40,Femenino,2013,1.0
Ceuta,Falsificación informática,26 a 40,Femenino,2012,1.0
Ceuta,Falsificación informática,26 a 40,Femenino,2011,1.0
Ceuta,Falsificación informática,41 a 50,Masculino,2019,0.0
Ceuta,Falsificación informática,41 a 50,Masculino,2018,2.0
Ceuta,Falsificación informática,41 a 50,Masculino,2017,0.0
Ceuta,Falsificación informática,41 a 50,Masculino,2016,0.0
Ceuta,Falsificación informática,41 a 50,Masculino,2015,0.0
Ceuta,Falsificación informática,41 a 50,Masculino,2014,1.0
Ceuta,Falsificación informática,41 a 50,Masculino,2013,0.0
Ceuta,Falsificación informática,41 a 50,Masculino,2012,1.0
Ceuta,Falsificación informática,41 a 50,Masculino,2011,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2019,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2018,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2017,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2016,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2015,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2014,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2013,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2012,0.0
Ceuta,Falsificación informática,41 a 50,Femenino,2011,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2019,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2018,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2017,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2016,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2015,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2014,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2013,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2012,0.0
Ceuta,Falsificación informática,51 a 65,Masculino,2011,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2019,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2018,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2017,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2016,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2015,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2014,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2013,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2012,0.0
Ceuta,Falsificación informática,51 a 65,Femenino,2011,0.0
Ceuta,Falsificación informática,> 65,Masculino,2019,0.0
Ceuta,Falsificación informática,> 65,Masculino,2018,0.0
Ceuta,Falsificación informática,> 65,Masculino,2017,0.0
Ceuta,Falsificación informática,> 65,Masculino,2016,0.0
Ceuta,Falsificación informática,> 65,Masculino,2015,0.0
Ceuta,Falsificación informática,> 65,Masculino,2014,0.0
Ceuta,Falsificación informática,> 65,Masculino,2013,0.0
Ceuta,Falsificación informática,> 65,Masculino,2012,0.0
Ceuta,Falsificación informática,> 65,Masculino,2011,0.0
Ceuta,Falsificación informática,> 65,Femenino,2019,1.0
Ceuta,Falsificación informática,> 65,Femenino,2018,1.0
Ceuta,Falsificación informática,> 65,Femenino,2017,0.0
Ceuta,Falsificación informática,> 65,Femenino,2016,0.0
Ceuta,Falsificación informática,> 65,Femenino,2015,0.0
Ceuta,Falsificación informática,> 65,Femenino,2014,0.0
Ceuta,Falsificación informática,> 65,Femenino,2013,0.0
Ceuta,Falsificación informática,> 65,Femenino,2012,1.0
Ceuta,Falsificación informática,> 65,Femenino,2011,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2019,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2018,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2017,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2016,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2015,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2014,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2013,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2012,0.0
Ceuta,Falsificación informática,Desconocida,Masculino,2011,0.0
Ceuta,Falsificación informática,Desconocida,Femenino,2019,1.0
Ceuta,Falsificación informática,Desconocida,Femenino,2018,1.0
Ceuta,Falsificación informática,Desconocida,Femenino,2017,0.0
Ceuta,Falsificación informática,Desconocida,Femenino,2016,0.0
Ceuta,Falsificación informática,Desconocida,Femenino,2015,0.0
Ceuta,Falsificación informática,Desconocida,Femenino,2014,0.0
Ceuta,Falsificación informática,Desconocida,Femenino,2013,0.0
Ceuta,Falsificación informática,Desconocida,Femenino,2012,1.0
Ceuta,Falsificación informática,Desconocida,Femenino,2011,0.0
Ceuta,Fraude informático,< 18,Masculino,2019,0.0
Ceuta,Fraude informático,< 18,Masculino,2018,2.0
Ceuta,Fraude informático,< 18,Masculino,2017,0.0
Ceuta,Fraude informático,< 18,Masculino,2016,0.0
Ceuta,Fraude informático,< 18,Masculino,2015,0.0
Ceuta,Fraude informático,< 18,Masculino,2014,0.0
Ceuta,Fraude informático,< 18,Masculino,2013,0.0
Ceuta,Fraude informático,< 18,Masculino,2012,0.0
Ceuta,Fraude informático,< 18,Masculino,2011,0.0
Ceuta,Fraude informático,< 18,Femenino,2019,1.0
Ceuta,Fraude informático,< 18,Femenino,2018,0.0
Ceuta,Fraude informático,< 18,Femenino,2017,0.0
Ceuta,Fraude informático,< 18,Femenino,2016,0.0
Ceuta,Fraude informático,< 18,Femenino,2015,0.0
Ceuta,Fraude informático,< 18,Femenino,2014,0.0
Ceuta,Fraude informático,< 18,Femenino,2013,0.0
Ceuta,Fraude informático,< 18,Femenino,2012,0.0
Ceuta,Fraude informático,< 18,Femenino,2011,0.0
Ceuta,Fraude informático,18 a 25,Masculino,2019,1.0
Ceuta,Fraude informático,18 a 25,Masculino,2018,2.0
Ceuta,Fraude informático,18 a 25,Masculino,2017,0.0
Ceuta,Fraude informático,18 a 25,Masculino,2016,0.0
Ceuta,Fraude informático,18 a 25,Masculino,2015,0.0
Ceuta,Fraude informático,18 a 25,Masculino,2014,0.0
Ceuta,Fraude informático,18 a 25,Masculino,2013,0.0
Ceuta,Fraude informático,18 a 25,Masculino,2012,0.0
Ceuta,Fraude informático,18 a 25,Masculino,2011,0.0
Ceuta,Fraude informático,18 a 25,Femenino,2019,19.0
Ceuta,Fraude informático,18 a 25,Femenino,2018,7.0
Ceuta,Fraude informático,18 a 25,Femenino,2017,1.0
Ceuta,Fraude informático,18 a 25,Femenino,2016,0.0
Ceuta,Fraude informático,18 a 25,Femenino,2015,2.0
Ceuta,Fraude informático,18 a 25,Femenino,2014,1.0
Ceuta,Fraude informático,18 a 25,Femenino,2013,2.0
Ceuta,Fraude informático,18 a 25,Femenino,2012,0.0
Ceuta,Fraude informático,18 a 25,Femenino,2011,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2019,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2018,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2017,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2016,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2015,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2014,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2013,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2012,0.0
Ceuta,Fraude informático,26 a 40,Masculino,2011,0.0
Ceuta,Fraude informático,26 a 40,Femenino,2019,43.0
Ceuta,Fraude informático,26 a 40,Femenino,2018,19.0
Ceuta,Fraude informático,26 a 40,Femenino,2017,1.0
Ceuta,Fraude informático,26 a 40,Femenino,2016,1.0
Ceuta,Fraude informático,26 a 40,Femenino,2015,3.0
Ceuta,Fraude informático,26 a 40,Femenino,2014,1.0
Ceuta,Fraude informático,26 a 40,Femenino,2013,2.0
Ceuta,Fraude informático,26 a 40,Femenino,2012,1.0
Ceuta,Fraude informático,26 a 40,Femenino,2011,0.0
Ceuta,Fraude informático,41 a 50,Masculino,2019,52.0
Ceuta,Fraude informático,41 a 50,Masculino,2018,37.0
Ceuta,Fraude informático,41 a 50,Masculino,2017,5.0
Ceuta,Fraude informático,41 a 50,Masculino,2016,0.0
Ceuta,Fraude informático,41 a 50,Masculino,2015,1.0
Ceuta,Fraude informático,41 a 50,Masculino,2014,1.0
Ceuta,Fraude informático,41 a 50,Masculino,2013,0.0
Ceuta,Fraude informático,41 a 50,Masculino,2012,1.0
Ceuta,Fraude informático,41 a 50,Masculino,2011,1.0
Ceuta,Fraude informático,41 a 50,Femenino,2019,0.0
Ceuta,Fraude informático,41 a 50,Femenino,2018,0.0
Ceuta,Fraude informático,41 a 50,Femenino,2017,0.0
Ceuta,Fraude informático,41 a 50,Femenino,2016,0.0
Ceuta,Fraude informático,41 a 50,Femenino,2015,0.0
Ceuta,Fraude informático,41 a 50,Femenino,2014,0.0
Ceuta,Fraude informático,41 a 50,Femenino,2013,0.0
Ceuta,Fraude informático,41 a 50,Femenino,2012,0.0
Ceuta,Fraude informático,41 a 50,Femenino,2011,0.0
Ceuta,Fraude informático,51 a 65,Masculino,2019,46.0
Ceuta,Fraude informático,51 a 65,Masculino,2018,24.0
Ceuta,Fraude informático,51 a 65,Masculino,2017,4.0
Ceuta,Fraude informático,51 a 65,Masculino,2016,1.0
Ceuta,Fraude informático,51 a 65,Masculino,2015,0.0
Ceuta,Fraude informático,51 a 65,Masculino,2014,2.0
Ceuta,Fraude informático,51 a 65,Masculino,2013,1.0
Ceuta,Fraude informático,51 a 65,Masculino,2012,0.0
Ceuta,Fraude informático,51 a 65,Masculino,2011,0.0
Ceuta,Fraude informático,51 a 65,Femenino,2019,38.0
Ceuta,Fraude informático,51 a 65,Femenino,2018,19.0
Ceuta,Fraude informático,51 a 65,Femenino,2017,2.0
Ceuta,Fraude informático,51 a 65,Femenino,2016,0.0
Ceuta,Fraude informático,51 a 65,Femenino,2015,0.0
Ceuta,Fraude informático,51 a 65,Femenino,2014,0.0
Ceuta,Fraude informático,51 a 65,Femenino,2013,0.0
Ceuta,Fraude informático,51 a 65,Femenino,2012,1.0
Ceuta,Fraude informático,51 a 65,Femenino,2011,0.0
Ceuta,Fraude informático,> 65,Masculino,2019,84.0
Ceuta,Fraude informático,> 65,Masculino,2018,43.0
Ceuta,Fraude informático,> 65,Masculino,2017,6.0
Ceuta,Fraude informático,> 65,Masculino,2016,1.0
Ceuta,Fraude informático,> 65,Masculino,2015,0.0
Ceuta,Fraude informático,> 65,Masculino,2014,2.0
Ceuta,Fraude informático,> 65,Masculino,2013,1.0
Ceuta,Fraude informático,> 65,Masculino,2012,1.0
Ceuta,Fraude informático,> 65,Masculino,2011,0.0
Ceuta,Fraude informático,> 65,Femenino,2019,47.0
Ceuta,Fraude informático,> 65,Femenino,2018,26.0
Ceuta,Fraude informático,> 65,Femenino,2017,3.0
Ceuta,Fraude informático,> 65,Femenino,2016,0.0
Ceuta,Fraude informático,> 65,Femenino,2015,0.0
Ceuta,Fraude informático,> 65,Femenino,2014,1.0
Ceuta,Fraude informático,> 65,Femenino,2013,0.0
Ceuta,Fraude informático,> 65,Femenino,2012,0.0
Ceuta,Fraude informático,> 65,Femenino,2011,0.0
Ceuta,Fraude informático,Desconocida,Masculino,2019,0.0
Ceuta,Fraude informático,Desconocida,Masculino,2018,0.0
Ceuta,Fraude informático,Desconocida,Masculino,2017,0.0
Ceuta,Fraude informático,Desconocida,Masculino,2016,0.0
Ceuta,Fraude informático,Desconocida,Masculino,2015,0.0
